skos:notation,skos:prefLabel,skos:altLabel,nypl:collectionType,nypl:deliveryLocationType,nypl:actualLocation,dcterms:isPartOf,nypl:owner,nypl:requestable,nypl:deliverableTo,nypl:recapCustomerCode,nypl:allowSierraHold,nypl:locationsSlug,nypl:deliverableToResolution
mpj0a,Morris Park Children's Easy Book,Morris Park Children's Easy Book,Branch,,,mp,,false,,,true,,
mpj0f,Morris Park Children's Fiction,Morris Park Children's Fiction,Branch,,,mp,,false,,,true,,
mpj0h,Morris Park Children's Holiday Book,Morris Park Children's Holiday Book,Branch,,,mp,,false,,,true,,
mpj0i,Morris Park Children's Picture Book,Morris Park Children's Picture Book,Branch,,,mp,,false,,,true,,
mpj0l,Morris Park Children's World Languages,Morris Park Children's World Languages,Branch,,,mp,,false,,,true,,
mpj0n,Morris Park Children's Non-Fiction,Morris Park Children's Non-Fiction,Branch,,,mp,,false,,,true,,
mpj0t,Morris Park Children's Fairy Tale,Morris Park Children's Fairy Tale,Branch,,,mp,,false,,,true,,
mpj0v,Morris Park Children's Non-Print Media,Morris Park Children's Non-Print Media,Branch,,,mp,,false,,,true,,
mpj0y,Morris Park Children's Young Reader,Morris Park Children's Young Reader,Branch,,,mp,,false,,,true,,
mpjlf,Morris Park Children's Read-Along Book Fiction,Morris Park Children's Read-Along Book Fiction,Branch,,,mp,,false,,,true,,
mpjln,Morris Park Children's Read-Along Book Non-Fiction,Morris Park Children's Read-Along Book Non-Fiction,Branch,,,mp,,false,,,true,,
mpjr,Morris Park Children's Reference,Morris Park Children's Reference,Branch,,,mp,,false,,,true,,
mpy,Morris Park Young Adult,Morris Park Young Adult,Branch,,,mp,,false,,,true,,
mpy01,Morris Park YA Reference,Morris Park YA Reference,Branch,,,mp,,false,,,true,,
mpy0f,Morris Park YA Fiction,Morris Park YA Fiction,Branch,,,mp,,false,,,true,,
mpy0l,Morris Park YA World Languages,Morris Park YA World Languages,Branch,,,mp,,false,,,true,,
mpy0n,Morris Park YA Non-Fiction,Morris Park YA Non-Fiction,Branch,,,mp,,false,,,true,,
mpy0v,Morris Park YA Non-Print Media,Morris Park YA Non-Print Media,Branch,,,mp,,false,,,true,,
mpyr,Morris Park Young Adult Reference,Morris Park Young Adult Reference,Branch,,,mp,,false,,,true,,
mpytn,Morris Park Young Adult College and Career Pathways Collection,Morris Park Young Adult College and Career Pathways Collection,Branch,,,mp,,false,,,true,,
mpzzz,Morris Park,Morris Park (error code),Branch,,,mp,,false,,,true,,
mr,Morrisania,Morrisania,Branch,,,mr,,false,,,true,,
mra,Morrisania Adult,Morrisania Adult,Branch,,,mr,,false,,,true,,
mra01,Morrisania Reference,Morrisania Reference,Branch,,,mr,,false,,,true,,
mra03,Morrisania Closed Shelf Reference,Morrisania Closed Shelf Reference,Branch,,,mr,,false,,,true,,
mra0f,Morrisania Fiction,Morrisania Fiction,Branch,,,mr,,false,,,true,,
mra0l,Morrisania World Languages,Morrisania World Languages,Branch,,,mr,,false,,,true,,
mra0n,Morrisania Non-Fiction,Morrisania Non-Fiction,Branch,,,mr,,false,,,true,,
mra0v,Morrisania Non-Print Media,Morrisania Non-Print Media,Branch,,,mr,,false,,,true,,
mracn,Morrisania Jerome Robbins Adult Non-Fiction,Morrisania Jerome Robbins Adult Non-Fiction,Branch,,,mr,,false,,,true,,
mracv,Morrisania Jerome Robbins Non-Print Media,Morrisania Jerome Robbins Non-Print Media,Branch,,,mr,,false,,,true,,
mrar,Morrisania Adult Reference,Morrisania Adult Reference,Branch,,,mr,,false,,,true,,
mrj,Morrisania Children,Morrisania Children,Branch,,,mr,,false,,,true,,
mrj01,Morrisania Children's Reference,Morrisania Children's Reference,Branch,,,mr,,false,,,true,,
mrj0a,Morrisania Children's Easy Book,Morrisania Children's Easy Book,Branch,,,mr,,false,,,true,,
mrj0f,Morrisania Children's Fiction,Morrisania Children's Fiction,Branch,,,mr,,false,,,true,,
mrj0h,Morrisania Children's Holiday Book,Morrisania Children's Holiday Book,Branch,,,mr,,false,,,true,,
mrj0i,Morrisania Children's Picture Book,Morrisania Children's Picture Book,Branch,,,mr,,false,,,true,,
mrj0l,Morrisania Children's World Languages,Morrisania Children's World Languages,Branch,,,mr,,false,,,true,,
mrj0n,Morrisania Children's Non-Fiction,Morrisania Children's Non-Fiction,Branch,,,mr,,false,,,true,,
mrj0t,Morrisania Children's Fairy Tale,Morrisania Children's Fairy Tale,Branch,,,mr,,false,,,true,,
mrj0v,Morrisania Children's Non-Print Media,Morrisania Children's Non-Print Media,Branch,,,mr,,false,,,true,,
mrj0y,Morrisania Children's Young Reader,Morrisania Children's Young Reader,Branch,,,mr,,false,,,true,,
mrjcn,Morrisania Jerome Robbins Children's Non-Fiction,Morrisania Jerome Robbins Children's Non-Fiction,Branch,,,mr,,false,,,true,,
mrjel,Morrisania Children's Read Together: Storytime Kits,Morrisania Children's Read Together: Storytime Kits,Branch,,,mr,,false,,,true,,
mrjlf,Morrisania Children's Read-Along Book Fiction,Morrisania Children's Read-Along Book Fiction,Branch,,,mr,,false,,,true,,
mrjln,Morrisania Children's Read-Along Book Non-Fiction,Morrisania Children's Read-Along Book Non-Fiction,Branch,,,mr,,false,,,true,,
mrjr,Morrisania Children's Reference,Morrisania Children's Reference,Branch,,,mr,,false,,,true,,
mry,Morrisania Young Adult,Morrisania Young Adult,Branch,,,mr,,false,,,true,,
mry01,Morrisania YA Reference,Morrisania YA Reference,Branch,,,mr,,false,,,true,,
mry0f,Morrisania YA Fiction,Morrisania YA Fiction,Branch,,,mr,,false,,,true,,
mry0l,Morrisania YA World Languages,Morrisania YA World Languages,Branch,,,mr,,false,,,true,,
mry0n,Morrisania YA Non-Fiction,Morrisania YA Non-Fiction,Branch,,,mr,,false,,,true,,
mry0v,Morrisania YA Non-Print Media,Morrisania YA Non-Print Media,Branch,,,mr,,false,,,true,,
mryr,Morrisania Young Adult Reference,Morrisania Young Adult Reference,Branch,,,mr,,false,,,true,,
mrzzz,Morrisania,Morrisania (error code),Branch,,,mr,,false,,,true,,
mu,Muhlenberg,Muhlenberg,Branch,,,mu,,false,,,true,,
mua,Muhlenberg Adult,Muhlenberg Adult,Branch,,,mu,,false,,,true,,
mua01,Muhlenberg Reference,Muhlenberg Reference,Branch,,,mu,,false,,,true,,
mua03,Muhlenberg Closed Shelf Reference,Muhlenberg Closed Shelf Reference,Branch,,,mu,,false,,,true,,
mua0f,Muhlenberg Fiction,Muhlenberg Fiction,Branch,,,mu,,false,,,true,,
mua0l,Muhlenberg World Languages,Muhlenberg World Languages,Branch,,,mu,,false,,,true,,
mua0n,Muhlenberg Non-Fiction,Muhlenberg Non-Fiction,Branch,,,mu,,false,,,true,,
mua0v,Muhlenberg Non-Print Media,Muhlenberg Non-Print Media,Branch,,,mu,,false,,,true,,
mua0w,Muhlenberg Adult Learning Center,Muhlenberg Adult Learning Center,Branch,,,mu,,false,,,true,,
muar,Muhlenberg Adult Reference,Muhlenberg Adult Reference,Branch,,,mu,,false,,,true,,
muj,Muhlenberg Children,Muhlenberg Children,Branch,,,mu,,false,,,true,,
muj01,Muhlenberg Children's Reference,Muhlenberg Children's Reference,Branch,,,mu,,false,,,true,,
muj0a,Muhlenberg Children's Easy Book,Muhlenberg Children's Easy Book,Branch,,,mu,,false,,,true,,
muj0f,Muhlenberg Children's Fiction,Muhlenberg Children's Fiction,Branch,,,mu,,false,,,true,,
muj0h,Muhlenberg Children's Holiday Book,Muhlenberg Children's Holiday Book,Branch,,,mu,,false,,,true,,
muj0i,Muhlenberg Children's Picture Book,Muhlenberg Children's Picture Book,Branch,,,mu,,false,,,true,,
muj0l,Muhlenberg Children's World Languages,Muhlenberg Children's World Languages,Branch,,,mu,,false,,,true,,
muj0n,Muhlenberg Children's Non-Fiction,Muhlenberg Children's Non-Fiction,Branch,,,mu,,false,,,true,,
muj0t,Muhlenberg Children's Fairy Tale,Muhlenberg Children's Fairy Tale,Branch,,,mu,,false,,,true,,
muj0v,Muhlenberg Children's Non-Print Media,Muhlenberg Children's Non-Print Media,Branch,,,mu,,false,,,true,,
muj0y,Muhlenberg Children's Young Reader,Muhlenberg Children's Young Reader,Branch,,,mu,,false,,,true,,
mujlf,Muhlenberg Children's Read-Along Book Fiction,Muhlenberg Children's Read-Along Book Fiction,Branch,,,mu,,false,,,true,,
mujln,Muhlenberg Children's Read-Along Book Non-Fiction,Muhlenberg Children's Read-Along Book Non-Fiction,Branch,,,mu,,false,,,true,,
mujr,Muhlenberg Children's Reference,Muhlenberg Children's Reference,Branch,,,mu,,false,,,true,,
muy,Muhlenberg Young Adult,Muhlenberg Young Adult,Branch,,,mu,,false,,,true,,
muy01,Muhlenberg YA Reference,Muhlenberg YA Reference,Branch,,,mu,,false,,,true,,
muy0f,Muhlenberg YA Fiction,Muhlenberg YA Fiction,Branch,,,mu,,false,,,true,,
muy0l,Muhlenberg YA World Languages,Muhlenberg YA World Languages,Branch,,,mu,,false,,,true,,
muy0n,Muhlenberg YA Non-Fiction,Muhlenberg YA Non-Fiction,Branch,,,mu,,false,,,true,,
muy0v,Muhlenberg YA Non-Print Media,Muhlenberg YA Non-Print Media,Branch,,,mu,,false,,,true,,
muyr,Muhlenberg Young Adult Reference,Muhlenberg Young Adult Reference,Branch,,,mu,,false,,,true,,
muzzz,Muhlenberg,Muhlenberg (error code),Branch,,,mu,,false,,,true,,
my,Performing Arts Library at Lincoln Center,Performing Arts Library at Lincoln Center,Research;Branch,,,my,1002,false,,,true,,
mya,Performing Arts - Adult,Performing Arts - Adult,Branch,,,my,1002,false,,,true,,
mya01,Performing Arts Reference,Performing Arts Reference,Branch,,,my,1002,false,,,true,,
mya03,Performing Arts Closed Shelf Reference,Performing Arts Closed Shelf Reference,Branch,,,my,1002,false,,,true,,
mya0n,Performing Arts Circulating Non-Fiction,Performing Arts Circulating Non-Fiction,Branch,,,my,1002,false,,,true,,
mya0s,Performing Arts Circulating Score,Performing Arts Circulating Score,Branch,,,my,1002,false,,,true,,
mya0v,Performing Arts Circulating Recorded Media,Performing Arts Circulating Recorded Media,Branch,,,my,1002,false,,,true,,
mya21,Performing Arts Recorded Media Reference,Performing Arts Recorded Media Reference,Branch,,,my,1002,false,,,true,,
mya23,Performing Arts Recorded Media Reference,Performing Arts Recorded Media Reference,Branch,,,my,1002,false,,,true,,
myacn,Performing Arts Jerome Robbins Adult Non-Fiction,Performing Arts Jerome Robbins Adult Non-Fiction,Research;Branch,,,my,,false,,,true,,
myacv,Performing Arts Jerome Robbins Non-Print Media,Performing Arts Jerome Robbins Non-Print Media,Research;Branch,,,my,,false,,,true,,
myaos,Performing Arts - Orchestra Collection,Performing Arts - Orchestra Collection,Branch,,,my,1002,false,,,true,,
myar,Performing Arts - Reserve Film and Video,Performing Arts - Adult Reference,Branch,,,my,1002,false,,,true,,
myar1,Performing Arts - Reserve Film and Video - Reference,Performing Arts - Reserve Film and Video - Reference,Research;Branch,,,my,1002,false,,,true,,
myarn,Reserve Film and Video Adult Non-Fiction,Reserve Film and Video Adult Non-Fiction,Branch,,,my,,false,,,true,,
myarv,Reserve Film and Video Adult Fiction,Reserve Film and Video Adult Fiction,Branch,,,my,,false,,,true,,
myas1,Performing Arts Song Index Reference Score,Performing Arts Song Index Reference Score,Branch,,,my,1002,false,,,true,,
myav3,Performing Arts Closed Shelf Reference Recorded Media,Performing Arts Closed Shelf Reference Recorded Media,Branch,,,my,1002,false,,,true,,
myd,Performing Arts Research Collections - Dance,Performing Arts Research Collections - Dance,Research,,,my,1121,false,myr,,true,,
myd11,Performing Arts Research Collections - Dance - Reference,Performing Arts Research Collections - Dance - Reference,Research,,,my,1121,false,myr,,true,,
myd22,Performing Arts Research Collections - Dance,Performing Arts Research Collections - Dance,Research,,,my,1121,false,myr,,true,,
myd28,Performing Arts Research Collections - Dance,Performing Arts Research Collections - Dance,Research,,,my,1121,false,myr,,true,,
myd32,Performing Arts Research Collections - Dance,Performing Arts Research Collections - Dance,Research,,,my,1121,false,myr,,true,,
myd38,Performing Arts Research Collections - Dance,Performing Arts Research Collections - Dance,Research,,,my,1121,false,myr,,true,,
myd42,Offsite Rose - Performing Arts,OFFSITE Rose - Request in advance for use at Performing Arts,Research,,,my,1002,false,myr,,true,,
myd48,Offsite Rose - Performing Arts,OFFSITE Rose - Request in advance for use at Performing Arts,Research,,,my,1002,false,myr,,true,,
myedd,LPA EDD Onsite,LPA EDD Onsite,Research;Branch,,,my,,false,,,true,,
myf,Performing Arts Research Collections - TOFT,Performing Arts Research Collections - TOFT,Research,Research,,my,1120,false,myr,NV,false,theatre-film-and-tape-archive,
myf22,Performing Arts Research Collections - TOFT,Performing Arts Research Collections - TOFT,Research,,,my,1120,false,myr,,true,,
myh,Performing Arts Research Collections - Recorded Sound,Performing Arts Research Collections - Recorded Sound,Research,,,my,1124,false,myr,,true,,
myh11,Performing Arts Research Collections - Recorded Sound - Reference,Performing Arts Research Collections - Recorded Sound - Reference,Research,,,my,1124,false,myr,,true,,
myh22,Performing Arts Research Collections - Recorded Sound,Performing Arts Research Collections - Recorded Sound,Research,,,my,1124,false,myr,,true,,
myh23,Performing Arts Research Collections - Recorded Sound - 2nd Floor Reference,Performing Arts Research Collections - Recorded Sound - 2nd Floor,Research,,,my,1124,false,myr,,true,,
myh32,Performing Arts Research Collections - Recorded Sound,Performing Arts Research Collections - Recorded Sound,Research,,,my,1124,false,myr,,true,,
myh42,Offsite Rose - Performing Arts,OFFSITE Rose - Request in advance for use at Performing Arts,Research,,,my,1002,false,myr,,true,,
myj,Performing Arts Children,Performing Arts Children,Branch,,,my,1002,false,,,true,,
myj0v,Performing Arts Children Non-Print Media,Performing Arts Children Non-Print Media,Research;Branch,,,my,,false,,,true,,
myj2v,Performing Arts Circulating Children's Recorded Media,Performing Arts Circulating Children's Recorded Media,Branch,,,my,1002,false,,,true,,
myjcn,Performing Arts Jerome Robbins Children's Non-Fiction,Performing Arts Jerome Robbins Children's Non-Fiction,Research;Branch,,,my,,false,,,true,,
myjrv,Reserve Film and Video Children's Fiction,Reserve Film and Video Children's Fiction,Branch,,,my,,false,,,true,,
mym,Performing Arts Research Collections - Music,Performing Arts Research Collections - Music,Research,,,my,1123,false,myr,,true,,
mym11,Performing Arts Research Collections - Music - Reference,Performing Arts Research Collections - Music - Reference,Research,,,my,1123,false,myr,,true,,
mym22,Performing Arts Research Collections - Music,Performing Arts Research Collections - Music,Research,,,my,1123,false,myr,,true,,
mym28,Performing Arts Research Collections - Music,Performing Arts Research Collections - Music,Research,,,my,1123,false,myr,,true,,
mym32,Performing Arts Research Collections - Music,Performing Arts Research Collections - Music,Research,,,my,1123,false,myr,,true,,
mym38,Performing Arts Research Collections - Music,Performing Arts Research Collections - Music,Research,,,my,1123,false,myr,,true,,
mym42,Offsite Rose - Performing Arts,OFFSITE Rose - Request in advance for use at Performing Arts,Research,,,my,1002,false,myr,,true,,
mym48,Offsite Rose - Performing Arts,OFFSITE Rose - Request in advance for use at Performing Arts,Research,,,my,1002,false,myr,,true,,
myr,Performing Arts Research Collections,Performing Arts Research Collections,Research,Research,,my,1002,false,myr,NP,true,lpa,
myrfv,Performing Arts - Reserve Film and Video,Performing Arts - Reserve Film and Video,Research;Branch,Research;Branch,,my,1002,false,myrfv,NN,true,lpa,
myrhr,Performing Arts Research Holds Room,Performing Arts Research Holds Room,Research;Branch,,,my,,false,,,true,,
myrs,Performing Arts - Special Collections Desk - 3rd Floor,Performing Arts - Special Collections Desk - 3rd Fl,Research;Branch,,,my,1002,false,myr,,true,,
myt,Performing Arts Research Collections - Theatre,Performing Arts Research Collections - Theatre,Research,,,my,1119,false,myr,,true,,
myt11,Performing Arts Research Collections - Theatre - Reference,Performing Arts Research Collections - Theatre - Reference,Research,,,my,1119,false,myr,,true,,
myt22,Performing Arts Research Collections - Theatre,Performing Arts Research Collections - Theatre,Research,,,my,1119,false,myr,,true,,
myt28,Performing Arts Research Collections - Theatre,Performing Arts Research Collections - Theatre,Research,,,my,1119,false,myr,,true,,
myt32,Performing Arts Research Collections - Theatre,Performing Arts Research Collections - Theatre,Research,,,my,1119,false,myr,,true,,
myt38,Performing Arts Research Collections - Theatre,Performing Arts Research Collections - Theatre,Research,,,my,1119,false,myr,,true,,
myt42,Offsite Rose - Performing Arts,OFFSITE Rose - Request in advance for use at Performing Arts,Research,,,my,1002,false,myr,,true,,
myt48,Offsite Rose - Performing Arts,OFFSITE Rose - Request in advance for use at Performing Arts,Research,,,my,1002,false,myr,,true,,
myv,Performing Arts - Reserve Film and Video,Performing Arts - Reserve Film and Video,Branch,,,my,1002,false,,,true,,
myy,Performing Arts Young Adult,Performing Arts Young Adult,Branch,,,my,1002,false,,,true,,
myy0v,Performing Arts Circulating YA Non-Print Media,Performing Arts Circulating YA Non-Print Media,Branch,,,my,1002,false,,,true,,
myy2v,Performing Arts Circulating Young Adult Recorded Media,Performing Arts Circulating Young Adult Recorded Media,Branch,,,my,1002,false,,,true,,
myyrv,Reserve Film and Video Young Adult,Reserve Film and Video Young Adult,Branch,,,my,,false,,,true,,
myzzz,Performing Arts Library,Performing Arts Library (error code),Research;Branch,,,my,1002,false,,,true,,
nb,West New Brighton,West New Brighton,Branch,,,nb,,false,,,true,,
nba,West New Brighton Adult,West New Brighton Adult,Branch,,,nb,,false,,,true,,
nba01,West New Brighton Reference,West New Brighton Reference,Branch,,,nb,,false,,,true,,
nba03,West New Brighton Closed Shelf Reference,West New Brighton Closed Shelf Reference,Branch,,,nb,,false,,,true,,
nba0f,West New Brighton Fiction,West New Brighton Fiction,Branch,,,nb,,false,,,true,,
nba0l,West New Brighton World Languages,West New Brighton World Languages,Branch,,,nb,,false,,,true,,
nba0n,West New Brighton Non-Fiction,West New Brighton Non-Fiction,Branch,,,nb,,false,,,true,,
nba0v,West New Brighton Non-Print Media,West New Brighton Non-Print Media,Branch,,,nb,,false,,,true,,
nbar,West New Brighton Adult Reference,West New Brighton Adult Reference,Branch,,,nb,,false,,,true,,
nbj,West New Brighton Children,West New Brighton Children,Branch,,,nb,,false,,,true,,
nbj01,West New Brighton Children's Reference,West New Brighton Children's Reference,Branch,,,nb,,false,,,true,,
nbj0a,West New Brighton Children's Easy Book,West New Brighton Children's Easy Book,Branch,,,nb,,false,,,true,,
nbj0f,West New Brighton Children's Fiction,West New Brighton Children's Fiction,Branch,,,nb,,false,,,true,,
nbj0h,West New Brighton Children's Holiday Book,West New Brighton Children's Holiday Book,Branch,,,nb,,false,,,true,,
nbj0i,West New Brighton Children's Picture Book,West New Brighton Children's Picture Book,Branch,,,nb,,false,,,true,,
nbj0l,West New Brighton Children's World Languages,West New Brighton Children's World Languages,Branch,,,nb,,false,,,true,,
nbj0n,West New Brighton Children's Non-Fiction,West New Brighton Children's Non-Fiction,Branch,,,nb,,false,,,true,,
nbj0t,West New Brighton Children's Fairy Tale,West New Brighton Children's Fairy Tale,Branch,,,nb,,false,,,true,,
nbj0v,West New Brighton Children's Non-Print Media,West New Brighton Children's Non-Print Media,Branch,,,nb,,false,,,true,,
nbj0y,West New Brighton Children's Young Reader,West New Brighton Children's Young Reader,Branch,,,nb,,false,,,true,,
nbjlf,West New Brighton Children's Read-Along Book Fiction,West New Brighton Children's Read-Along Book Fiction,Branch,,,nb,,false,,,true,,
nbjln,West New Brighton Children's Read-Along Book Non-Fiction,West New Brighton Children's Read-Along Book Non-Fiction,Branch,,,nb,,false,,,true,,
nbjr,West New Brighton Children's Reference,West New Brighton Children's Reference,Branch,,,nb,,false,,,true,,
nby,West New Brighton Young Adult,West New Brighton Young Adult,Branch,,,nb,,false,,,true,,
nby01,West New Brighton YA Reference,West New Brighton YA Reference,Branch,,,nb,,false,,,true,,
nby0f,West New Brighton YA Fiction,West New Brighton YA Fiction,Branch,,,nb,,false,,,true,,
nby0l,West New Brighton YA World Languages,West New Brighton YA World Languages,Branch,,,nb,,false,,,true,,
nby0n,West New Brighton YA Non-Fiction,West New Brighton YA Non-Fiction,Branch,,,nb,,false,,,true,,
nby0v,West New Brighton YA Non-Print Media,West New Brighton YA Non-Print Media,Branch,,,nb,,false,,,true,,
nbyr,West New Brighton Young Adult Reference,West New Brighton Young Adult Reference,Branch,,,nb,,false,,,true,,
nbzzz,West New Brighton,West New Brighton (error code),Branch,,,nb,,false,,,true,,
nd,New Dorp,New Dorp,Branch,,,nd,,false,,,true,,
nda,New Dorp Adult,New Dorp Adult,Branch,,,nd,,false,,,true,,
nda01,New Dorp Reference,New Dorp Reference,Branch,,,nd,,false,,,true,,
nda03,New Dorp Closed Shelf Reference,New Dorp Closed Shelf Reference,Branch,,,nd,,false,,,true,,
nda0f,New Dorp Fiction,New Dorp Fiction,Branch,,,nd,,false,,,true,,
nda0l,New Dorp World Languages,New Dorp World Languages,Branch,,,nd,,false,,,true,,
nda0n,New Dorp Non-Fiction,New Dorp Non-Fiction,Branch,,,nd,,false,,,true,,
nda0v,New Dorp Non-Print Media,New Dorp Non-Print Media,Branch,,,nd,,false,,,true,,
nda0w,New Dorp Adult Learning Center,New Dorp Adult Learning Center,Branch,,,nd,,false,,,true,,
ndar,New Dorp Adult Reference,New Dorp Adult Reference,Branch,,,nd,,false,,,true,,
ndj,New Dorp Children,New Dorp Children,Branch,,,nd,,false,,,true,,
ndj01,New Dorp Children's Reference,New Dorp Children's Reference,Branch,,,nd,,false,,,true,,
ndj0a,New Dorp Children's Easy Book,New Dorp Children's Easy Book,Branch,,,nd,,false,,,true,,
ndj0f,New Dorp Children's Fiction,New Dorp Children's Fiction,Branch,,,nd,,false,,,true,,
ndj0h,New Dorp Children's Holiday Book,New Dorp Children's Holiday Book,Branch,,,nd,,false,,,true,,
ndj0i,New Dorp Children's Picture Book,New Dorp Children's Picture Book,Branch,,,nd,,false,,,true,,
ndj0l,New Dorp Children's World Languages,New Dorp Children's World Languages,Branch,,,nd,,false,,,true,,
ndj0n,New Dorp Children's Non-Fiction,New Dorp Children's Non-Fiction,Branch,,,nd,,false,,,true,,
ndj0t,New Dorp Children's Fairy Tale,New Dorp Children's Fairy Tale,Branch,,,nd,,false,,,true,,
ndj0v,New Dorp Children's Non-Print Media,New Dorp Children's Non-Print Media,Branch,,,nd,,false,,,true,,
ndj0y,New Dorp Children's Young Reader,New Dorp Children's Young Reader,Branch,,,nd,,false,,,true,,
ndjlf,New Dorp Children's Read-Along Book Fiction,New Dorp Children's Read-Along Book Fiction,Branch,,,nd,,false,,,true,,
ndjln,New Dorp Children's Read-Along Book Non-Fiction,New Dorp Children's Read-Along Book Non-Fiction,Branch,,,nd,,false,,,true,,
ndjr,New Dorp Children's Reference,New Dorp Children's Reference,Branch,,,nd,,false,,,true,,
ndy,New Dorp Young Adult,New Dorp Young Adult,Branch,,,nd,,false,,,true,,
ndy01,New Dorp YA Reference,New Dorp YA Reference,Branch,,,nd,,false,,,true,,
ndy0f,New Dorp YA Fiction,New Dorp YA Fiction,Branch,,,nd,,false,,,true,,
ndy0l,New Dorp YA World Languages,New Dorp YA World Languages,Branch,,,nd,,false,,,true,,
ndy0n,New Dorp YA Non-Fiction,New Dorp YA Non-Fiction,Branch,,,nd,,false,,,true,,
ndy0v,New Dorp YA Non-Print Media,New Dorp YA Non-Print Media,Branch,,,nd,,false,,,true,,
ndyr,New Dorp Young Adult Reference,New Dorp Young Adult Reference,Branch,,,nd,,false,,,true,,
ndzzz,New Dorp,New Dorp (error code),Branch,,,nd,,false,,,true,,
ns,96th Street,96th Street,Branch,,,ns,,false,,,true,,
nsa,96th Street Adult,96th Street Adult,Branch,,,ns,,false,,,true,,
nsa01,96th Street Reference,96th Street Reference,Branch,,,ns,,false,,,true,,
nsa03,96th Street Closed Shelf Reference,96th Street Closed Shelf Reference,Branch,,,ns,,false,,,true,,
nsa0f,96th Street Fiction,96th Street Fiction,Branch,,,ns,,false,,,true,,
nsa0l,96th Street World Languages,96th Street World Languages,Branch,,,ns,,false,,,true,,
nsa0n,96th Street Non-Fiction,96th Street Non-Fiction,Branch,,,ns,,false,,,true,,
nsa0v,96th Street Non-Print Media,96th Street Non-Print Media,Branch,,,ns,,false,,,true,,
nsar,96th Street Adult Reference,96th Street Adult Reference,Branch,,,ns,,false,,,true,,
nsj,96th Street Children,96th Street Children,Branch,,,ns,,false,,,true,,
nsj01,96th Street Children's Reference,96th Street Children's Reference,Branch,,,ns,,false,,,true,,
nsj0a,96th Street Children's Easy Book,96th Street Children's Easy Book,Branch,,,ns,,false,,,true,,
nsj0f,96th Street Children's Fiction,96th Street Children's Fiction,Branch,,,ns,,false,,,true,,
nsj0h,96th Street Children's Holiday Book,96th Street Children's Holiday Book,Branch,,,ns,,false,,,true,,
nsj0i,96th Street Children's Picture Book,96th Street Children's Picture Book,Branch,,,ns,,false,,,true,,
nsj0l,96th Street Children's World Languages,96th Street Children's World Languages,Branch,,,ns,,false,,,true,,
nsj0n,96th Street Children's Non-Fiction,96th Street Children's Non-Fiction,Branch,,,ns,,false,,,true,,
nsj0t,96th Street Children's Fairy Tale,96th Street Children's Fairy Tale,Branch,,,ns,,false,,,true,,
nsj0v,96th Street Children's Non-Print Media,96th Street Children's Non-Print Media,Branch,,,ns,,false,,,true,,
nsj0y,96th Street Children's Young Reader,96th Street Children's Young Reader,Branch,,,ns,,false,,,true,,
nsjlf,96th Street Children's Read-Along Book Fiction,96th Street Children's Read-Along Book Fiction,Branch,,,ns,,false,,,true,,
nsjln,96th Street Children's Read-Along Book Non-Fiction,96th Street Children's Read-Along Book Non-Fiction,Branch,,,ns,,false,,,true,,
nsjr,96th Street Children's Reference,96th Street Children's Reference,Branch,,,ns,,false,,,true,,
nsy,96th Street Young Adult,96th Street Young Adult,Branch,,,ns,,false,,,true,,
nsy01,96th Street YA Reference,96th Street YA Reference,Branch,,,ns,,false,,,true,,
nsy0f,96th Street YA Fiction,96th Street YA Fiction,Branch,,,ns,,false,,,true,,
nsy0l,96th Street YA World Languages,96th Street YA World Languages,Branch,,,ns,,false,,,true,,
nsy0n,96th Street YA Non-Fiction,96th Street YA Non-Fiction,Branch,,,ns,,false,,,true,,
nsy0v,96th Street YA Non-Print Media,96th Street YA Non-Print Media,Branch,,,ns,,false,,,true,,
nsyr,96th Street Young Adult Reference,96th Street Young Adult Reference,Branch,,,ns,,false,,,true,,
nszzz,96th Street,96th Street (error code),Branch,,,ns,,false,,,true,,
nyj1,NYCHA 1 Mariner's Harbor Houses Collection,NYCHA 1 Mariner's Harbor Houses Collection,,,,,,false,,,true,,
nyj1a,NYCHA 1 Mariner's Harbor Houses Children's Early Reader,NYCHA 1 Mariner's Harbor Houses Children's Early Reader,,,,,,false,,,true,,
nyj1f,NYCHA 1 Mariner's Harbor Houses Children's Fiction,NYCHA 1 Mariner's Harbor Houses Children's Fiction,,,,,,false,,,true,,
nyj1h,NYCHA 1 Mariner's Harbor Houses Children's Holiday Book,NYCHA 1 Mariner's Harbor Houses Children's Holiday Book,,,,,,false,,,true,,
nyj1i,NYCHA 1 Mariner's Harbor Houses Children's Picture Book,NYCHA 1 Mariner's Harbor Houses Children's Picture Book,,,,,,false,,,true,,
nyj1l,NYCHA 1 Mariner's Harbor Houses Children's World Languages,NYCHA 1 Mariner's Harbor Houses Children's World Languages,,,,,,false,,,true,,
nyj1n,NYCHA 1 Mariner's Harbor Houses Children's Non Fiction,NYCHA 1 Mariner's Harbor Houses Children's Non Fiction,,,,,,false,,,true,,
nyj1r,NYCHA 1 Mariner's Harbor Houses Children's Read Along Fiction,NYCHA 1 Mariner's Harbor Houses Children's Read Along Fiction,,,,,,false,,,true,,
nyj1s,NYCHA 1 Mariner's Harbor Houses Children's Read Along Non-Fiction,NYCHA 1 Mariner's Harbor Houses Children's Read Along Non-Fiction,,,,,,false,,,true,,
